show_id,type,title,director,country,date_added,release_year,rating,duration
s1235,TV Show,Title_1235,Raj Kumar,,,2016,PG,1 Season
s1236,Movie,Title_1236,Raj Kumar,United States,2019-08-20,2016,PG,2 Seasons
s1237,Movie,Title_1237,,,,2003,,2 Seasons
s1238,Movie,Title_1238,Raj Kumar,UK,2019-08-20,2008,TV-MA,1 Season
s1239,Movie,Title_1239,,Canada,2021-05-10,1995,R,2 Seasons
s1240,TV Show,Title_1240,Raj Kumar,United States,2020-01-01,2005,TV-MA,2 Seasons
s1241,TV Show,Title_1241,,India,2020-01-01,2021,PG,90 min
s1242,TV Show,Title_1242,Christopher Nolan,United States,,2005,PG,1 Season
s1243,TV Show,Title_1243,Anurag Kashyap,Canada,2020-01-01,2022,,1 Season
s1244,TV Show,Title_1244,Raj Kumar,India,2019-08-20,2012,,1 Season
s1245,TV Show,Title_1245,Anurag Kashyap,UK,2019-08-20,2005,TV-14,1 Season
s1246,TV Show,Title_1246,Anurag Kashyap,,2021-05-10,1997,TV-14,2 Seasons
s1247,TV Show,Title_1247,Anurag Kashyap,UK,2020-01-01,2018,TV-14,
s1248,TV Show,Title_1248,,United States,2021-05-10,2003,TV-MA,90 min
s1249,Movie,Title_1249,Christopher Nolan,United States,2021-05-10,1999,TV-MA,90 min
s1250,Movie,Title_1250,,India,2020-01-01,2012,PG,90 min
s1251,Movie,Title_1251,Anurag Kashyap,India,2021-05-10,2019,TV-MA,
s1252,TV Show,Title_1252,Christopher Nolan,,,2005,,2 Seasons
s1253,Movie,Title_1253,,India,,2010,TV-MA,
s1254,TV Show,Title_1254,Christopher Nolan,UK,2021-05-10,2014,TV-14,
s1255,Movie,Title_1255,,UK,2021-05-10,2007,,1 Season
s1256,Movie,Title_1256,Anurag Kashyap,United States,2020-01-01,2015,,1 Season
s1257,Movie,Title_1257,Christopher Nolan,United States,,2000,PG,2 Seasons
s1258,Movie,Title_1258,Anurag Kashyap,Canada,,2014,,2 Seasons
s1259,TV Show,Title_1259,,,2020-01-01,2014,TV-MA,
s1260,TV Show,Title_1260,Anurag Kashyap,India,,2002,R,2 Seasons
s1261,Movie,Title_1261,Anurag Kashyap,India,2020-01-01,2023,,2 Seasons
s1262,Movie,Title_1262,Anurag Kashyap,,2021-05-10,2012,R,2 Seasons
s1263,TV Show,Title_1263,Raj Kumar,UK,2020-01-01,2020,,1 Season
s1264,TV Show,Title_1264,,Canada,2021-05-10,2023,R,1 Season
s1265,TV Show,Title_1265,,UK,2020-01-01,2000,PG,2 Seasons
s1266,TV Show,Title_1266,,India,,2019,PG,90 min
s1267,Movie,Title_1267,,Canada,2021-05-10,2008,R,
s1268,Movie,Title_1268,,Canada,2020-01-01,2019,TV-MA,
s1269,TV Show,Title_1269,Christopher Nolan,United States,,2019,TV-MA,90 min
s1270,Movie,Title_1270,Raj Kumar,UK,2020-01-01,2000,R,
s1271,TV Show,Title_1271,Christopher Nolan,United States,2020-01-01,2008,TV-MA,1 Season
s1272,Movie,Title_1272,,,2021-05-10,2017,TV-MA,90 min
s1273,TV Show,Title_1273,,India,2020-01-01,2013,R,
s1274,TV Show,Title_1274,,UK,,2012,TV-14,1 Season
s1275,Movie,Title_1275,Raj Kumar,UK,2021-05-10,2020,R,2 Seasons
s1276,Movie,Title_1276,Christopher Nolan,United States,2019-08-20,2001,R,
s1277,TV Show,Title_1277,,Canada,2020-01-01,2021,TV-14,1 Season
s1278,TV Show,Title_1278,Anurag Kashyap,United States,2021-05-10,2022,PG,2 Seasons
s1279,Movie,Title_1279,Raj Kumar,,2020-01-01,2020,TV-MA,2 Seasons
s1280,TV Show,Title_1280,Anurag Kashyap,India,2020-01-01,2007,R,90 min
s1281,Movie,Title_1281,Anurag Kashyap,United States,,1995,TV-MA,2 Seasons
s1282,TV Show,Title_1282,Christopher Nolan,,2020-01-01,2020,TV-14,90 min
s1283,Movie,Title_1283,Christopher Nolan,,,2003,TV-14,2 Seasons
s1284,TV Show,Title_1284,Raj Kumar,Canada,,2003,PG,2 Seasons
s1285,TV Show,Title_1285,Anurag Kashyap,Canada,,1996,PG,2 Seasons
s1286,Movie,Title_1286,Christopher Nolan,India,2021-05-10,2021,R,1 Season
s1287,Movie,Title_1287,Raj Kumar,,2021-05-10,2007,R,1 Season
s1288,Movie,Title_1288,Christopher Nolan,India,2019-08-20,2022,R,
s1289,Movie,Title_1289,Raj Kumar,,2019-08-20,1999,TV-MA,2 Seasons
s1290,Movie,Title_1290,Christopher Nolan,India,,2023,PG,
s1291,Movie,Title_1291,Raj Kumar,UK,2021-05-10,2020,PG,2 Seasons
s1292,TV Show,Title_1292,Anurag Kashyap,Canada,,2013,,2 Seasons
s1293,TV Show,Title_1293,,UK,2020-01-01,2023,PG,2 Seasons
s1294,Movie,Title_1294,Anurag Kashyap,UK,2019-08-20,2020,PG,2 Seasons
s1295,Movie,Title_1295,,India,2020-01-01,2007,R,1 Season
s1296,Movie,Title_1296,,Canada,2020-01-01,2002,PG,1 Season
s1297,TV Show,Title_1297,,India,2020-01-01,2022,,2 Seasons
s1298,Movie,Title_1298,Raj Kumar,India,2019-08-20,2012,PG,1 Season
s1299,TV Show,Title_1299,Christopher Nolan,India,2019-08-20,2015,TV-MA,
s1300,Movie,Title_1300,,United States,2020-01-01,2004,TV-14,1 Season
s1301,TV Show,Title_1301,Raj Kumar,UK,2019-08-20,2004,,
s1302,TV Show,Title_1302,Anurag Kashyap,India,2020-01-01,2003,TV-14,1 Season
s1303,Movie,Title_1303,,UK,2019-08-20,2001,TV-MA,
s1304,Movie,Title_1304,,UK,2019-08-20,1996,PG,2 Seasons
s1305,TV Show,Title_1305,Christopher Nolan,UK,2020-01-01,2003,R,90 min
s1306,Movie,Title_1306,Anurag Kashyap,UK,2019-08-20,2010,PG,90 min
s1307,Movie,Title_1307,Raj Kumar,Canada,2021-05-10,2003,TV-MA,
s1308,Movie,Title_1308,,Canada,2020-01-01,2020,TV-14,
s1309,Movie,Title_1309,Christopher Nolan,Canada,2020-01-01,2019,TV-14,2 Seasons
s1310,TV Show,Title_1310,Christopher Nolan,UK,2021-05-10,2018,TV-14,90 min
s1311,Movie,Title_1311,,Canada,2019-08-20,2016,PG,1 Season
s1312,Movie,Title_1312,,United States,2019-08-20,2006,PG,
s1313,TV Show,Title_1313,,UK,2020-01-01,2011,TV-14,2 Seasons
s1314,TV Show,Title_1314,,India,,2021,,90 min
s1315,TV Show,Title_1315,Anurag Kashyap,Canada,2021-05-10,2004,TV-14,2 Seasons
s1316,Movie,Title_1316,Raj Kumar,United States,2021-05-10,2000,TV-MA,90 min
s1317,TV Show,Title_1317,Raj Kumar,United States,,1995,TV-14,1 Season
s1318,Movie,Title_1318,,,2019-08-20,2013,PG,2 Seasons
s1319,TV Show,Title_1319,Anurag Kashyap,India,2021-05-10,1997,R,
s1320,Movie,Title_1320,,Canada,,2010,,1 Season
s1321,Movie,Title_1321,Raj Kumar,United States,,2017,TV-MA,1 Season
s1322,Movie,Title_1322,Raj Kumar,,,1997,R,1 Season
s1323,Movie,Title_1323,,United States,,2023,PG,
s1324,TV Show,Title_1324,,,,2013,PG,2 Seasons
s1325,TV Show,Title_1325,,United States,,2011,TV-14,1 Season
s1326,Movie,Title_1326,Christopher Nolan,United States,2020-01-01,2017,TV-MA,90 min
s1327,TV Show,Title_1327,Christopher Nolan,UK,2021-05-10,2001,TV-MA,90 min
s1328,TV Show,Title_1328,Anurag Kashyap,United States,2019-08-20,2006,,2 Seasons
s1329,Movie,Title_1329,Anurag Kashyap,UK,2019-08-20,2016,,2 Seasons
s1330,Movie,Title_1330,Christopher Nolan,,2021-05-10,2011,,2 Seasons
s1331,Movie,Title_1331,Raj Kumar,,2021-05-10,2019,PG,90 min
s1332,Movie,Title_1332,Raj Kumar,,2020-01-01,1997,,90 min
s1333,Movie,Title_1333,,United States,,2016,TV-14,90 min
s1334,Movie,Title_1334,Christopher Nolan,Canada,2019-08-20,2014,PG,
s1335,TV Show,Title_1335,,India,2021-05-10,2013,TV-14,90 min
s1336,Movie,Title_1336,Raj Kumar,,2021-05-10,2021,,2 Seasons
s1337,TV Show,Title_1337,Christopher Nolan,,2020-01-01,2019,,1 Season
s1338,Movie,Title_1338,,United States,2020-01-01,2003,PG,90 min
s1339,Movie,Title_1339,Christopher Nolan,India,2019-08-20,2016,,1 Season
s1340,TV Show,Title_1340,Christopher Nolan,UK,2019-08-20,1999,R,2 Seasons
s1341,TV Show,Title_1341,Raj Kumar,,2021-05-10,2005,R,
s1342,Movie,Title_1342,Anurag Kashyap,Canada,2021-05-10,2012,,
s1343,TV Show,Title_1343,,,2019-08-20,2013,TV-14,90 min
s1344,TV Show,Title_1344,,,2019-08-20,2008,,90 min
s1345,TV Show,Title_1345,Raj Kumar,,2021-05-10,2015,R,90 min
s1346,Movie,Title_1346,Anurag Kashyap,,,2023,TV-14,2 Seasons
s1347,Movie,Title_1347,,UK,,2022,R,1 Season
s1348,TV Show,Title_1348,Raj Kumar,,,1995,TV-14,2 Seasons
s1349,TV Show,Title_1349,,,2020-01-01,2001,TV-14,1 Season
s1350,Movie,Title_1350,Christopher Nolan,India,,2007,R,2 Seasons
s1351,TV Show,Title_1351,,India,2021-05-10,2023,TV-14,90 min
s1352,Movie,Title_1352,Anurag Kashyap,,2021-05-10,2017,TV-MA,1 Season
s1353,TV Show,Title_1353,,UK,2019-08-20,2017,PG,1 Season
s1354,TV Show,Title_1354,,,2019-08-20,2008,TV-14,90 min
s1355,Movie,Title_1355,Anurag Kashyap,UK,2019-08-20,2000,PG,1 Season
s1356,Movie,Title_1356,,United States,,1998,PG,
s1357,TV Show,Title_1357,Christopher Nolan,,2019-08-20,2002,PG,90 min
s1358,TV Show,Title_1358,Raj Kumar,Canada,,2009,TV-14,2 Seasons
s1359,Movie,Title_1359,,,2021-05-10,2021,TV-MA,1 Season
s1360,Movie,Title_1360,,Canada,2019-08-20,2015,R,1 Season
s1361,Movie,Title_1361,,United States,2021-05-10,2005,,90 min
s1362,TV Show,Title_1362,Christopher Nolan,Canada,,2022,PG,2 Seasons
s1363,TV Show,Title_1363,,India,2019-08-20,1998,R,
s1364,Movie,Title_1364,Anurag Kashyap,United States,,1999,,90 min
s1365,TV Show,Title_1365,Raj Kumar,,,2020,TV-MA,2 Seasons
s1366,TV Show,Title_1366,Christopher Nolan,India,2020-01-01,2015,R,2 Seasons
s1367,TV Show,Title_1367,,Canada,2020-01-01,1995,TV-14,90 min
s1368,Movie,Title_1368,Anurag Kashyap,,,2020,,
s1369,Movie,Title_1369,Anurag Kashyap,United States,2019-08-20,2008,TV-14,
s1370,Movie,Title_1370,Anurag Kashyap,India,,2002,TV-MA,1 Season
s1371,TV Show,Title_1371,Christopher Nolan,Canada,2021-05-10,2008,TV-14,1 Season
s1372,Movie,Title_1372,Anurag Kashyap,,2021-05-10,2001,TV-14,1 Season
s1373,Movie,Title_1373,Raj Kumar,India,2020-01-01,2014,R,
s1374,TV Show,Title_1374,,UK,2020-01-01,2023,R,
s1375,Movie,Title_1375,Christopher Nolan,UK,2020-01-01,2000,TV-MA,
s1376,TV Show,Title_1376,Anurag Kashyap,Canada,2021-05-10,2000,PG,
s1377,TV Show,Title_1377,Raj Kumar,,2020-01-01,2019,R,2 Seasons
s1378,TV Show,Title_1378,,United States,2021-05-10,1999,R,2 Seasons
s1379,TV Show,Title_1379,Raj Kumar,UK,2019-08-20,1995,TV-MA,90 min
s1380,TV Show,Title_1380,Christopher Nolan,United States,,2019,R,2 Seasons
s1381,TV Show,Title_1381,Raj Kumar,,2021-05-10,2018,,1 Season
s1382,TV Show,Title_1382,Anurag Kashyap,UK,2021-05-10,2006,PG,
s1383,Movie,Title_1383,Anurag Kashyap,,2019-08-20,2023,R,90 min
s1384,TV Show,Title_1384,Christopher Nolan,Canada,2020-01-01,2004,PG,2 Seasons
s1385,TV Show,Title_1385,Raj Kumar,Canada,2021-05-10,1997,TV-MA,
s1386,Movie,Title_1386,,Canada,2019-08-20,2015,PG,90 min
s1387,Movie,Title_1387,Anurag Kashyap,Canada,2021-05-10,2016,,1 Season
s1388,TV Show,Title_1388,,UK,,2018,PG,
s1389,Movie,Title_1389,,United States,2021-05-10,1999,TV-MA,90 min
s1390,Movie,Title_1390,Anurag Kashyap,Canada,2020-01-01,1995,TV-MA,2 Seasons
s1391,TV Show,Title_1391,Anurag Kashyap,,2020-01-01,2020,TV-MA,1 Season
s1392,TV Show,Title_1392,Christopher Nolan,India,2020-01-01,2001,TV-14,1 Season
s1393,Movie,Title_1393,Anurag Kashyap,UK,2020-01-01,1996,TV-14,2 Seasons
s1394,Movie,Title_1394,,UK,2019-08-20,2014,,90 min
s1395,TV Show,Title_1395,Raj Kumar,Canada,2020-01-01,2000,PG,1 Season
s1396,TV Show,Title_1396,Christopher Nolan,India,2020-01-01,2023,R,1 Season
s1397,TV Show,Title_1397,Christopher Nolan,India,2021-05-10,1998,,
s1398,TV Show,Title_1398,Anurag Kashyap,,,1998,R,1 Season
s1399,TV Show,Title_1399,,UK,2020-01-01,2022,TV-14,90 min
s1400,TV Show,Title_1400,,Canada,,2016,TV-14,1 Season
s1401,Movie,Title_1401,Anurag Kashyap,Canada,2021-05-10,2022,TV-14,2 Seasons
s1402,TV Show,Title_1402,Christopher Nolan,UK,,2022,PG,1 Season
s1403,TV Show,Title_1403,,UK,2021-05-10,2001,PG,1 Season
s1404,TV Show,Title_1404,Christopher Nolan,,2020-01-01,2006,TV-14,90 min
s1405,TV Show,Title_1405,,,2019-08-20,2005,PG,90 min
s1406,Movie,Title_1406,Christopher Nolan,United States,2019-08-20,2012,TV-14,90 min
s1407,Movie,Title_1407,,Canada,,2023,TV-14,2 Seasons
s1408,Movie,Title_1408,Raj Kumar,Canada,,2021,PG,90 min
s1409,TV Show,Title_1409,,United States,2019-08-20,2017,TV-14,2 Seasons
s1410,Movie,Title_1410,Anurag Kashyap,UK,2020-01-01,2001,TV-MA,
s1411,TV Show,Title_1411,Christopher Nolan,UK,2019-08-20,1998,PG,
s1412,Movie,Title_1412,Raj Kumar,United States,,2000,TV-MA,1 Season
s1413,Movie,Title_1413,,,2020-01-01,2000,TV-MA,2 Seasons
s1414,TV Show,Title_1414,,Canada,2021-05-10,2022,R,
s1415,TV Show,Title_1415,Christopher Nolan,Canada,2020-01-01,2013,,
s1416,Movie,Title_1416,Anurag Kashyap,,,2000,R,1 Season
s1417,Movie,Title_1417,Christopher Nolan,Canada,2021-05-10,1997,,90 min
s1418,Movie,Title_1418,Christopher Nolan,UK,,2023,TV-14,1 Season
s1419,TV Show,Title_1419,,,2019-08-20,2016,R,90 min
s1420,Movie,Title_1420,,UK,2020-01-01,2009,R,90 min
s1421,Movie,Title_1421,,Canada,2021-05-10,2014,TV-MA,90 min
s1422,Movie,Title_1422,Raj Kumar,India,2019-08-20,2007,,
s1423,TV Show,Title_1423,Raj Kumar,UK,,2015,R,1 Season
s1424,TV Show,Title_1424,Anurag Kashyap,United States,,1999,R,
s1425,Movie,Title_1425,,Canada,,2014,,1 Season
s1426,Movie,Title_1426,Anurag Kashyap,UK,2020-01-01,1997,R,90 min
s1427,TV Show,Title_1427,Christopher Nolan,Canada,2021-05-10,2017,PG,2 Seasons
s1428,Movie,Title_1428,Raj Kumar,UK,2019-08-20,2011,,
s1429,TV Show,Title_1429,Raj Kumar,,2020-01-01,1998,TV-14,
s1430,Movie,Title_1430,Raj Kumar,United States,,2020,PG,
s1431,Movie,Title_1431,,United States,2019-08-20,2014,TV-MA,1 Season
s1432,Movie,Title_1432,,UK,2021-05-10,2008,PG,
s1433,TV Show,Title_1433,Raj Kumar,India,2020-01-01,1999,TV-MA,90 min
s1434,Movie,Title_1434,,India,,2004,R,1 Season
s1435,Movie,Title_1435,,,2021-05-10,2019,R,90 min
s1436,Movie,Title_1436,,India,,2016,PG,1 Season
s1437,TV Show,Title_1437,Raj Kumar,Canada,2019-08-20,2017,,90 min
s1438,TV Show,Title_1438,Christopher Nolan,United States,2019-08-20,2010,R,2 Seasons
s1439,Movie,Title_1439,Christopher Nolan,,2019-08-20,2008,,
s1440,TV Show,Title_1440,Raj Kumar,India,2020-01-01,2004,R,90 min
s1441,Movie,Title_1441,Raj Kumar,United States,2019-08-20,2019,PG,1 Season
s1442,Movie,Title_1442,,United States,2021-05-10,2008,,
s1443,Movie,Title_1443,Christopher Nolan,United States,2020-01-01,2021,R,90 min
s1444,Movie,Title_1444,Anurag Kashyap,Canada,2021-05-10,2010,,90 min
s1445,TV Show,Title_1445,Christopher Nolan,UK,2020-01-01,2013,PG,90 min
s1446,Movie,Title_1446,,,2021-05-10,2021,R,90 min
s1447,Movie,Title_1447,Christopher Nolan,United States,,2006,,90 min
s1448,TV Show,Title_1448,,Canada,,2014,TV-MA,2 Seasons
s1449,TV Show,Title_1449,,UK,,2000,TV-MA,90 min
s1450,Movie,Title_1450,Anurag Kashyap,Canada,,2023,PG,90 min
s1451,TV Show,Title_1451,Raj Kumar,India,,2009,TV-MA,2 Seasons
s1452,TV Show,Title_1452,Raj Kumar,India,2021-05-10,2013,TV-14,1 Season
s1453,Movie,Title_1453,Christopher Nolan,Canada,2020-01-01,2007,TV-MA,1 Season
s1454,TV Show,Title_1454,,India,2020-01-01,2020,TV-MA,90 min
s1455,Movie,Title_1455,,Canada,,2008,TV-MA,2 Seasons
s1456,TV Show,Title_1456,Christopher Nolan,India,,2009,,90 min
s1457,Movie,Title_1457,,Canada,2019-08-20,2012,TV-MA,90 min
s1458,Movie,Title_1458,Anurag Kashyap,Canada,,2003,TV-MA,
s1459,TV Show,Title_1459,Raj Kumar,Canada,2021-05-10,2006,R,90 min
s1460,Movie,Title_1460,Anurag Kashyap,,,2016,,2 Seasons
s1461,TV Show,Title_1461,,India,2020-01-01,2018,,90 min
s1462,TV Show,Title_1462,,United States,,2000,PG,1 Season
s1463,Movie,Title_1463,Anurag Kashyap,,2020-01-01,1997,R,2 Seasons
s1464,Movie,Title_1464,Raj Kumar,United States,2020-01-01,2014,TV-MA,90 min
s1465,Movie,Title_1465,Raj Kumar,India,2021-05-10,2020,PG,90 min
s1466,Movie,Title_1466,,Canada,2019-08-20,2000,PG,2 Seasons
s1467,Movie,Title_1467,Anurag Kashyap,United States,2019-08-20,1996,PG,2 Seasons
s1468,TV Show,Title_1468,Christopher Nolan,Canada,2020-01-01,2011,PG,1 Season
s1469,Movie,Title_1469,,United States,2020-01-01,2017,PG,
s1470,Movie,Title_1470,,,2019-08-20,1996,PG,1 Season
s1471,TV Show,Title_1471,Christopher Nolan,,2021-05-10,2023,PG,1 Season
s1472,Movie,Title_1472,Raj Kumar,India,2021-05-10,2001,,2 Seasons
s1473,Movie,Title_1473,,United States,2020-01-01,2008,TV-14,
s1474,Movie,Title_1474,,UK,,2006,,1 Season
s1475,TV Show,Title_1475,Christopher Nolan,UK,2021-05-10,1998,PG,1 Season
s1476,TV Show,Title_1476,,Canada,2019-08-20,2000,,
s1477,TV Show,Title_1477,Raj Kumar,United States,,2006,,2 Seasons
s1478,Movie,Title_1478,Christopher Nolan,UK,2020-01-01,1996,R,90 min
s1479,TV Show,Title_1479,Christopher Nolan,,2021-05-10,1997,TV-MA,
s1480,Movie,Title_1480,Raj Kumar,UK,2020-01-01,2021,,2 Seasons
s1481,TV Show,Title_1481,,,2020-01-01,2005,PG,2 Seasons
s1482,TV Show,Title_1482,Raj Kumar,United States,,2013,R,1 Season
s1483,Movie,Title_1483,Raj Kumar,,,2015,R,1 Season
s1484,TV Show,Title_1484,Christopher Nolan,India,,1999,,
s1485,Movie,Title_1485,Anurag Kashyap,India,2021-05-10,2011,R,90 min
s1486,TV Show,Title_1486,,Canada,2021-05-10,2018,TV-MA,90 min
s1487,Movie,Title_1487,Anurag Kashyap,India,,1998,TV-14,90 min
s1488,Movie,Title_1488,,Canada,2020-01-01,2013,TV-MA,2 Seasons
s1489,Movie,Title_1489,,United States,2021-05-10,1997,TV-MA,1 Season
s1490,TV Show,Title_1490,Raj Kumar,Canada,2020-01-01,2019,PG,1 Season
s1491,TV Show,Title_1491,,United States,2020-01-01,2008,R,2 Seasons
s1492,TV Show,Title_1492,Anurag Kashyap,India,2019-08-20,2014,R,2 Seasons
s1493,Movie,Title_1493,,India,2021-05-10,2005,TV-14,2 Seasons
s1494,TV Show,Title_1494,Raj Kumar,,2021-05-10,2002,R,90 min
s1495,TV Show,Title_1495,Raj Kumar,,,2018,PG,2 Seasons
s1496,Movie,Title_1496,,Canada,2021-05-10,1998,,
s1497,TV Show,Title_1497,Raj Kumar,United States,2021-05-10,2004,TV-MA,90 min
s1498,TV Show,Title_1498,Raj Kumar,Canada,2021-05-10,1999,,
s1499,TV Show,Title_1499,Anurag Kashyap,United States,2021-05-10,2015,PG,90 min
s1500,Movie,Title_1500,,India,2019-08-20,1998,PG,90 min
s1501,TV Show,Title_1501,Anurag Kashyap,UK,2020-01-01,2001,TV-14,90 min
s1502,TV Show,Title_1502,Anurag Kashyap,,,2022,TV-MA,
s1503,TV Show,Title_1503,Raj Kumar,India,2020-01-01,2005,,1 Season
s1504,Movie,Title_1504,Anurag Kashyap,Canada,2019-08-20,2012,TV-14,1 Season
s1505,TV Show,Title_1505,,UK,,2011,TV-14,2 Seasons
s1506,Movie,Title_1506,Christopher Nolan,UK,,1996,PG,
s1507,Movie,Title_1507,Anurag Kashyap,Canada,2021-05-10,2010,R,2 Seasons
s1508,TV Show,Title_1508,,India,2021-05-10,2017,PG,1 Season
s1509,Movie,Title_1509,Raj Kumar,UK,2019-08-20,2005,TV-MA,2 Seasons
s1510,Movie,Title_1510,Anurag Kashyap,UK,,2013,PG,90 min
s1511,TV Show,Title_1511,Christopher Nolan,Canada,,1998,R,
s1512,Movie,Title_1512,Anurag Kashyap,Canada,2021-05-10,2007,R,1 Season
s1513,TV Show,Title_1513,Anurag Kashyap,Canada,2020-01-01,1996,R,
s1514,TV Show,Title_1514,Raj Kumar,United States,2020-01-01,2023,PG,1 Season
s1515,TV Show,Title_1515,,United States,,2006,TV-14,90 min
s1516,Movie,Title_1516,Anurag Kashyap,Canada,2020-01-01,2007,TV-MA,
s1517,Movie,Title_1517,,UK,2020-01-01,2015,PG,
s1518,Movie,Title_1518,Anurag Kashyap,,2019-08-20,2022,,1 Season
s1519,Movie,Title_1519,Anurag Kashyap,Canada,2021-05-10,2011,,
s1520,TV Show,Title_1520,Anurag Kashyap,India,2019-08-20,2002,R,
s1521,TV Show,Title_1521,Christopher Nolan,Canada,,2007,,2 Seasons
s1522,Movie,Title_1522,Christopher Nolan,,,2002,R,90 min
s1523,TV Show,Title_1523,Raj Kumar,UK,2019-08-20,2014,PG,90 min
s1524,TV Show,Title_1524,Anurag Kashyap,UK,2021-05-10,2016,TV-14,1 Season
s1525,TV Show,Title_1525,,United States,2020-01-01,2018,TV-MA,90 min
s1526,TV Show,Title_1526,Christopher Nolan,Canada,,2016,PG,
s1527,TV Show,Title_1527,,India,2019-08-20,2018,R,1 Season
s1528,Movie,Title_1528,,,2020-01-01,2019,R,90 min
s1529,TV Show,Title_1529,Raj Kumar,,2021-05-10,2005,TV-14,
s1530,Movie,Title_1530,Anurag Kashyap,Canada,2019-08-20,2016,PG,90 min
s1531,Movie,Title_1531,,UK,2019-08-20,2005,R,2 Seasons
s1532,TV Show,Title_1532,Christopher Nolan,UK,2021-05-10,2021,PG,90 min
s1533,Movie,Title_1533,,United States,2021-05-10,2022,,1 Season
s1534,TV Show,Title_1534,,UK,2019-08-20,2011,R,
s1535,Movie,Title_1535,Christopher Nolan,India,2019-08-20,2014,TV-MA,2 Seasons
s1536,Movie,Title_1536,Christopher Nolan,UK,2019-08-20,1996,R,2 Seasons
s1537,Movie,Title_1537,,UK,2021-05-10,1999,,90 min
s1538,Movie,Title_1538,,Canada,2020-01-01,2018,PG,90 min
s1539,TV Show,Title_1539,Christopher Nolan,United States,2020-01-01,2015,TV-14,90 min
s1540,Movie,Title_1540,,United States,,2004,R,
s1541,Movie,Title_1541,,UK,2020-01-01,1999,,2 Seasons
s1542,TV Show,Title_1542,,United States,2019-08-20,2013,TV-14,1 Season
s1543,Movie,Title_1543,Anurag Kashyap,UK,2020-01-01,2019,PG,90 min
s1544,TV Show,Title_1544,,,,2010,,90 min
s1545,TV Show,Title_1545,Raj Kumar,UK,2021-05-10,2002,TV-MA,
s1546,TV Show,Title_1546,Christopher Nolan,Canada,,2021,PG,90 min
s1547,TV Show,Title_1547,,United States,2021-05-10,2007,R,1 Season
s1548,Movie,Title_1548,,Canada,2020-01-01,2009,PG,90 min
s1549,Movie,Title_1549,Raj Kumar,UK,2020-01-01,2001,TV-14,
s1550,TV Show,Title_1550,Christopher Nolan,India,2020-01-01,2021,TV-14,2 Seasons
s1551,Movie,Title_1551,Raj Kumar,,,2009,TV-MA,90 min
s1552,TV Show,Title_1552,,United States,2019-08-20,2021,PG,2 Seasons
s1553,TV Show,Title_1553,,UK,2020-01-01,2013,TV-MA,90 min
s1554,Movie,Title_1554,Raj Kumar,UK,2021-05-10,2018,TV-MA,2 Seasons
s1555,TV Show,Title_1555,Raj Kumar,,2019-08-20,2010,TV-14,1 Season
s1556,Movie,Title_1556,,India,2019-08-20,2009,,2 Seasons
s1557,TV Show,Title_1557,Raj Kumar,,2019-08-20,2000,TV-MA,2 Seasons
s1558,Movie,Title_1558,,India,2019-08-20,2008,,90 min
s1559,TV Show,Title_1559,Anurag Kashyap,,2020-01-01,2018,PG,
s1560,Movie,Title_1560,,Canada,2021-05-10,2010,TV-MA,
s1561,TV Show,Title_1561,Raj Kumar,India,,2018,TV-MA,1 Season
s1562,TV Show,Title_1562,Raj Kumar,United States,2020-01-01,2008,R,2 Seasons
s1563,Movie,Title_1563,Christopher Nolan,United States,,2009,R,
s1564,TV Show,Title_1564,Anurag Kashyap,,2019-08-20,2011,R,1 Season
s1565,TV Show,Title_1565,Anurag Kashyap,,2021-05-10,2017,TV-14,90 min
s1566,TV Show,Title_1566,,India,2020-01-01,2008,TV-MA,2 Seasons
s1567,Movie,Title_1567,Raj Kumar,India,2020-01-01,2002,PG,90 min
s1568,Movie,Title_1568,Christopher Nolan,,2020-01-01,2008,TV-MA,1 Season
s1569,Movie,Title_1569,,,2020-01-01,2023,R,
s1570,Movie,Title_1570,,India,2019-08-20,2002,PG,90 min
s1571,Movie,Title_1571,Anurag Kashyap,Canada,,2014,TV-14,
s1572,Movie,Title_1572,,India,2021-05-10,1995,PG,90 min
s1573,Movie,Title_1573,Raj Kumar,,2019-08-20,2005,R,2 Seasons
s1574,Movie,Title_1574,Christopher Nolan,,,2012,PG,
s1575,TV Show,Title_1575,Raj Kumar,United States,2019-08-20,2003,TV-14,1 Season
s1576,TV Show,Title_1576,,Canada,2020-01-01,2016,TV-14,2 Seasons
s1577,Movie,Title_1577,,United States,2020-01-01,2019,TV-14,90 min
s1578,TV Show,Title_1578,,Canada,2021-05-10,2000,TV-14,90 min
s1579,Movie,Title_1579,,India,2019-08-20,2019,,2 Seasons
s1580,TV Show,Title_1580,,UK,2021-05-10,2007,TV-MA,90 min
s1581,Movie,Title_1581,Christopher Nolan,India,2019-08-20,1995,TV-MA,1 Season
s1582,Movie,Title_1582,Christopher Nolan,India,2020-01-01,2011,R,2 Seasons
s1583,Movie,Title_1583,,UK,2021-05-10,2017,,1 Season
s1584,Movie,Title_1584,,India,2020-01-01,2003,TV-MA,2 Seasons
s1585,Movie,Title_1585,Raj Kumar,Canada,2021-05-10,2004,,
s1586,Movie,Title_1586,,Canada,2020-01-01,2018,R,90 min
s1587,TV Show,Title_1587,Anurag Kashyap,United States,,2001,TV-MA,90 min
s1588,TV Show,Title_1588,,Canada,,2010,R,1 Season
s1589,Movie,Title_1589,Christopher Nolan,Canada,,2003,R,1 Season
